index,요리이름,칼로리,탄수화물,단백질,지질,나트륨,콜레스테롤,식이섬유,칼슘,비타민c,당류
4327,주꾸미 에그 인 헬,9.1,9.0,31.2,2.3,46.8,80.7,22.6,12.4,59.1,0.1
4331,양배추쌈밥,21.3,25.4,14.1,20.6,0.8,0.1,17.2,3.7,38.4,0.0
4332,백합잔치국수,28.5,30.8,54.4,3.9,187.9,23.8,17.2,45.4,4.5,0.0
4333,오징어부추전,78.9,55.6,162.7,129.2,17.9,133.8,30.1,28.4,38.6,0.0
4334,등갈비탕,60.6,29.2,137.1,109.5,12.4,92.0,12.1,13.9,14.7,0.0
4335,치킨롤까스,37.4,25.4,131.6,21.9,19.9,156.6,17.8,8.8,3.6,0.0
4336,코코넛팬케이크,51.5,38.2,33.7,99.8,51.1,121.5,18.8,43.2,3.0,0.0
4337,크래미 오이 유부초밥,7.4,2.3,8.3,22.8,14.9,6.7,6.8,14.5,13.1,0.0
4339,로제우동,42.9,30.6,28.4,82.5,86.7,46.0,31.6,14.1,59.6,0.0
4340,블루밍어니언,30.3,30.3,47.4,27.4,74.6,202.4,21.3,28.0,16.4,0.0
4343,감자명란전,8.3,1.3,12.1,26.8,33.6,66.7,1.6,4.9,3.0,0.0
4345,바지락순두부달걀탕,10.8,3.6,28.7,24.4,25.7,77.3,17.7,24.8,8.9,0.0
4346,맥주오리,9.4,10.3,11.0,2.0,86.0,0.0,38.9,9.3,35.4,0.0
4348,시나몬 바게트,5.2,5.5,4.6,5.0,9.1,2.3,3.7,1.0,0.2,0.0
4349,갈릭쉬림프,29.2,10.7,70.6,63.2,78.9,93.3,23.7,44.8,33.0,0.0
4351,미역국,3.2,1.0,3.2,10.1,49.7,0.0,9.6,10.2,1.7,0.0
4352,어묵 버섯잡채,15.5,13.1,32.6,16.8,169.5,4.8,11.1,15.9,12.8,0.0
4353,대패 삼겹불고기,41.2,7.9,69.7,123.5,92.7,36.7,11.0,9.5,9.3,0.0
4356,간장찜닭,10.6,14.7,14.3,2.3,147.5,0.2,25.7,9.0,37.5,0.0
4357,바나나카레,10.8,16.6,9.6,1.0,1.1,0.2,29.7,7.6,47.1,0.0
4360,치즈감자전,17.5,10.2,38.1,18.8,27.4,80.7,8.8,38.3,36.8,0.0
4362,소고기연두부죽,10.3,8.8,23.4,10.0,7.1,89.4,4.1,6.7,4.4,0.0
4364,타이풍 고기볶음밥,27.1,23.8,39.2,26.5,24.7,24.5,8.4,2.9,7.7,0.0
4365,닭가슴살 냉채,6.4,2.0,44.5,1.2,2.7,23.3,11.3,8.7,26.7,0.0
4366,스팸쌈장,10.7,5.0,15.7,25.4,31.4,8.3,7.6,5.1,7.2,0.0
4367,호박찜나물,6.2,5.3,6.8,11.5,49.6,0.0,10.1,5.1,12.5,0.0
4368,참치모두부조림,12.4,4.4,38.9,27.0,78.2,2.3,24.4,27.7,9.0,0.0
4369,감자만두쌀국수,17.8,33.4,20.6,13.2,62.4,10.6,22.4,45.6,95.8,0.0
4370,계란샐러드샌드위치,57.7,27.9,87.2,126.3,40.7,519.8,14.5,29.7,4.2,0.0
4371,방울토마토파스타,5.9,9.1,6.4,0.6,22.7,0.3,17.2,5.9,36.0,0.0
4372,콩나물 알찜,11.7,4.1,48.7,20.6,25.3,47.5,42.5,37.2,44.2,0.0
4373,골뱅이꼬치구이,10.5,2.5,33.8,22.0,10.8,58.5,1.6,17.4,6.2,0.0
4374,단호박청경채퓌레,4.5,3.9,7.3,5.6,1.1,3.0,5.8,14.9,21.5,0.0
4375,전복김밥,30.7,23.8,51.0,44.4,267.0,226.5,4.7,11.5,1.5,0.0
4377,국물닭떡볶이,19.0,19.7,29.4,12.8,60.0,13.2,33.8,8.2,12.2,9.4
4378,화이트와인 홍합술찜,21.5,6.3,57.3,47.8,39.6,49.0,15.8,37.0,54.8,0.0
4379,삼겹살로스트,75.8,5.4,97.6,265.5,6.8,55.7,12.6,8.8,22.7,0.0
4380,새우 브로콜리전 ,23.1,22.3,81.9,4.7,111.3,58.3,10.2,21.3,1.2,0.0
4381,골뱅이 튀김,13.7,17.5,11.8,1.2,44.2,0.0,6.1,3.0,0.0,0.0
4382,조개올리브라면,42.5,4.7,74.8,132.9,40.4,101.2,2.3,24.6,10.6,0.0
4383,치킨드라이카레,25.0,14.2,111.2,16.7,12.1,149.1,34.7,16.7,78.7,0.0
4384,간단 잡채밥,37.6,46.5,21.6,27.8,51.1,0.1,22.6,9.1,6.4,0.0
4385,난피자,9.7,3.2,18.1,17.2,14.9,10.8,7.0,28.7,16.1,0.0
4386,새우마요덮밥,32.8,5.7,56.6,95.5,51.3,177.3,1.7,18.1,2.7,0.0
4389,소고기청경채죽,6.7,3.8,15.6,10.4,3.4,156.8,0.0,3.9,2.5,0.0
4390,스팸달걀 덮밥,20.6,10.5,44.6,39.4,93.3,118.5,4.4,8.6,7.3,0.0
4391,깻잎김치,4.0,5.4,6.7,0.9,80.4,2.3,12.7,8.1,7.2,0.0
4392,감자사라다빵,41.8,24.0,27.3,105.5,156.4,24.0,32.8,9.1,170.2,0.0
4393,라이스페이퍼 칠리새우,19.3,27.5,9.6,2.0,41.4,0.6,12.9,3.4,16.0,0.0
4394,가지나물,3.2,1.4,2.0,10.1,17.3,0.0,6.5,1.8,6.7,0.0
4395,양파감자수프,12.9,6.8,12.4,31.3,14.9,15.0,9.4,16.8,19.9,0.0
4396,차돌박이 떡볶이,58.4,43.2,134.8,64.3,119.7,139.1,25.2,29.9,25.0,0.0
4397,마차팬케익,47.2,15.3,32.8,145.3,15.6,166.0,1.1,48.8,11.5,1.3
4398,브로콜리미음,0.1,0.2,0.9,0.1,0.2,0.1,1.2,5.5,9.8,0.0
4399,골동면,33.4,33.3,46.7,26.7,184.3,150.0,36.3,20.7,38.0,5.5
4401,말차 크레이프 케이크,42.5,25.2,29.0,96.0,10.2,125.1,5.0,28.6,2.3,0.0
4402,오이샐러드빵,17.4,10.0,16.0,38.9,24.1,14.5,10.4,17.6,9.0,0.0
4403,치킨까스,27.3,14.2,70.5,44.3,34.6,110.4,12.8,6.9,16.7,0.0
4404, 옥수수콘 크랩전,8.1,10.3,14.5,2.0,29.8,0.0,7.0,2.3,2.4,0.0
4405,도미 매운탕,2.8,3.2,6.3,2.1,48.1,0.0,22.1,6.5,21.0,0.0
4406,버터카레멘치까스 ,48.9,21.8,100.6,81.5,23.5,205.3,37.5,19.6,74.3,0.0
4408,터키클럽샌드위치,13.3,15.2,24.9,6.1,24.0,0.2,36.4,21.7,30.3,8.9
4409,핫치즈소세지 플레이트,40.6,11.4,86.4,72.8,52.3,56.8,5.9,90.8,10.3,0.0
4410,치킨수프,2.9,0.5,21.6,0.4,1.2,11.7,1.8,1.0,2.1,0.0
4411,고추장어묵볶음,3.7,4.8,5.0,1.1,57.2,0.2,9.4,3.1,5.2,0.0
4412,소보루유부초밥,16.0,23.0,16.2,0.6,88.2,0.0,5.7,2.4,1.6,0.0
4413,야끼라면,61.9,27.8,52.7,101.6,258.4,19.7,25.2,10.3,11.1,0.0
4414,까르보나라토스트,23.0,12.5,20.5,55.4,14.3,111.1,6.1,6.0,2.3,0.0
4415,스팸필라프,20.4,29.9,21.1,1.0,15.6,0.0,27.9,5.4,31.2,0.0
4416,육전,9.2,7.5,18.8,10.6,93.4,99.8,2.6,5.9,6.8,0.0
4417,백종원 비빔라면,41.7,28.1,30.4,83.5,140.0,1.0,34.6,11.6,9.2,0.0
4418,비빔당면,25.2,29.1,12.9,22.4,75.6,1.2,19.6,19.3,16.3,0.0
4419,콩나물 김칫국,3.4,2.1,19.7,4.9,17.1,4.5,19.0,19.1,11.0,0.0
4421,페타치즈 달걀볶음밥,27.9,22.4,39.6,41.7,15.1,200.5,3.5,11.0,0.3,0.3
4422,파프리카 콘샐러드,12.6,0.7,1.3,52.1,17.9,12.0,0.0,1.2,0.0,0.0
4425,김계란국,4.6,0.5,14.9,10.4,13.0,102.0,0.0,8.3,0.0,0.0
4426,안동찜닭,73.1,19.2,233.7,142.5,136.1,158.8,15.8,17.3,68.2,0.0
4427, 쇠고기 콩나물 국밥,15.2,6.4,54.6,27.0,153.6,18.8,38.2,17.8,32.5,0.0
4428,낙곱새,16.1,8.8,75.6,10.8,76.7,104.5,20.9,20.6,9.5,0.0
4429,무수분수육,49.0,16.2,130.0,106.3,94.0,80.7,33.8,15.4,23.5,0.0
4430,스테이크 크림파스타,29.8,5.7,101.0,62.0,58.2,57.3,14.1,25.6,25.9,0.0
4431,쫄순두부,21.3,18.4,39.3,4.7,75.8,22.0,26.0,24.9,16.0,0.0
4432,홈메이드 땅콩쿠키,23.6,15.4,16.0,53.8,13.3,0.5,16.0,12.6,1.1,1.2
4433,콩나물어묵무침,4.7,1.7,9.3,14.8,4.5,0.0,13.6,5.3,6.8,0.0
4434,단호박맛탕,45.4,69.7,14.2,1.8,0.9,0.0,33.1,15.3,87.4,0.0
4435,펌킨파이,38.3,24.5,17.7,86.7,44.6,68.4,8.8,4.8,0.0,0.0
4436,샐러리 2가지 레시피,20.0,10.6,12.0,52.8,171.7,12.0,7.3,29.8,47.0,0.0
4437,두부구이덮밥,26.3,26.1,52.6,24.4,104.3,0.0,26.7,41.1,3.5,0.0
4438,전복죽,10.3,10.2,16.4,7.0,4.1,22.7,3.8,10.9,2.4,0.0
4439,잡채빠네,64.6,36.3,44.3,117.7,63.1,57.4,15.8,63.6,3.0,0.0
4440,전라면,0.6,0.8,2.0,0.3,14.4,0.0,6.0,2.2,5.4,0.0
4442,전니기리,16.7,21.4,12.4,10.6,9.4,0.0,5.5,1.8,0.9,0.0
4443,차돌박이 쌀국수 샐러드,20.8,27.1,51.8,18.1,27.2,17.0,22.9,16.1,43.0,0.0
4444,배추롤캬베츠,26.3,2.0,81.0,59.4,24.7,50.3,10.1,16.7,28.7,0.0
4446, LA갈비,13.7,19.6,12.5,1.8,99.4,0.2,38.2,12.4,32.3,0.0
4447,감자 에그 스프레드,28.6,10.4,26.4,84.5,24.5,123.1,16.2,9.5,76.9,0.0
4449,블루치즈 파스타,55.8,26.0,21.1,157.7,9.9,66.7,44.9,20.0,3.9,0.0
4451,갈치채소조림,6.2,9.0,8.9,2.4,66.3,0.2,20.9,7.1,20.9,0.0
4452,닭불고기치즈토스트,31.6,18.5,72.4,41.1,76.0,44.8,13.4,42.9,9.2,0.0
4453,표고버섯닭고기영양솥밥,31.6,20.8,39.4,58.9,143.7,15.1,26.6,11.1,23.2,0.0
4454,순두부호박젓국,1.5,2.0,3.1,0.2,21.6,2.4,4.5,9.9,7.4,0.0
4455,청양고추갈비찜,140.1,56.3,226.7,333.5,628.0,140.0,58.4,28.9,125.3,0.0
4459,꼬치전김밥,13.1,16.1,10.2,10.6,8.1,0.0,5.3,1.7,3.1,0.0
4460,잡채덮밥,17.7,23.6,15.7,6.5,88.2,0.0,4.3,4.0,0.0,0.0
4461,계란식빵,15.8,12.1,27.0,20.4,11.8,105.1,9.5,13.6,0.5,0.0
4462,치즈막창볶음밥,29.2,27.9,29.3,30.1,43.3,10.7,11.2,28.4,4.7,0.0
4463,고구마라떼,15.6,17.0,15.5,13.1,6.6,7.3,13.8,35.1,39.5,0.0
4464,바나나 라이스롤 튀김,29.7,46.1,9.2,1.8,3.7,0.0,40.4,8.0,33.2,0.0
4467,낙지파전,54.0,65.5,132.5,8.6,17.5,34.7,27.6,25.4,1.3,0.0
4468,시금치 라자냐,10.8,7.9,24.8,15.4,41.4,6.7,27.5,33.7,102.0,6.1
4469,퀴노아 커리,15.1,20.3,18.3,3.9,1.6,0.6,21.7,8.4,38.7,0.0
4470,바지락술찜,22.7,6.7,44.6,23.4,165.5,36.7,11.9,30.7,17.3,4.4
4472,장어탕,21.2,6.0,49.0,52.0,77.1,101.9,27.4,37.1,25.4,0.0
4473,무생채고추장육회,16.1,17.1,11.1,17.7,104.5,49.9,17.8,8.3,13.8,9.4
4474,홈메이드유부초밥,56.3,55.6,63.2,39.4,346.3,9.4,20.8,33.6,13.6,0.0
4475,감자치즈당근볼,3.5,4.7,5.3,0.2,0.3,0.0,6.8,1.1,36.8,0.0
4476,초콜렛수플레,49.1,1.1,27.0,20.3,9.6,199.5,0.0,7.7,0.0,0.0
4477,샤브샤브쌀국수,35.6,89.0,25.9,4.0,32.1,0.0,29.7,11.2,10.0,0.0
4478,담백 콩나물김밥,25.8,24.6,27.6,38.0,44.3,1.8,21.3,14.5,10.7,0.0
4479,고추장아몬드멸치볶음,4.7,1.4,10.4,11.9,7.9,22.3,1.7,16.9,0.4,0.0
4481,깍두기 볶음밥,19.6,23.2,26.2,10.7,5.1,99.8,5.3,9.1,6.1,0.0
4482,연포탕,11.4,6.1,62.8,4.3,265.1,107.3,32.6,46.3,87.3,0.0
4484,오징어비빔국수,27.2,30.1,18.4,21.3,91.3,0.2,18.8,6.2,8.0,0.0
4485,도시락파스타,70.0,28.5,64.2,190.3,37.1,114.3,48.1,16.5,10.0,0.0
4489,만두피 피자 핫도그,20.7,10.2,50.5,29.8,14.4,31.4,3.7,17.8,3.2,0.0
4490,고구마 토스트,21.6,11.6,18.6,53.3,15.8,115.9,12.5,9.4,35.7,0.0
4491,가래떡떡볶이,28.9,36.0,30.5,7.3,86.9,3.6,14.8,7.9,1.5,0.0
4492,통꽃게로제파스타,23.4,7.0,52.5,56.3,64.5,93.3,4.9,40.0,12.0,0.0
4494,대파햄찌개,5.4,5.2,5.7,7.3,16.2,1.9,9.1,6.9,31.2,0.0
4495,황태양념볶음덮밥,12.2,10.9,6.3,22.2,48.9,0.2,21.7,4.1,9.4,14.0
4496,쿠지라이식 라면,32.4,23.8,38.7,48.8,133.1,105.5,17.3,22.4,0.0,0.0
4498,고구마 스틱,116.9,9.5,2.5,490.6,4.9,0.0,9.2,3.4,25.0,0.0
4499,주꾸미소고기전골,4.1,2.0,26.3,1.7,17.9,80.3,16.2,16.3,50.0,0.0
4500,구운새우 월남쌈,9.6,2.7,64.5,3.6,22.8,88.6,11.9,23.5,99.6,0.0
4501,미소연어구이,24.3,2.5,98.8,49.6,12.3,50.0,10.4,13.9,29.9,0.0
4502,큐브스테이크덮밥,66.6,51.5,104.5,84.8,135.9,42.7,32.2,16.3,22.5,0.0
4503,돼지고기 짜조,40.6,8.1,79.2,88.0,38.0,66.3,7.3,3.8,9.2,0.0
4506,늙은호박꽃게탕,6.6,4.0,20.9,8.6,32.9,11.8,18.6,38.0,15.2,0.0
4507,두부까스,12.5,9.4,29.1,16.1,24.1,25.0,17.1,26.0,5.4,5.3
4508,장미만두,22.2,13.1,39.2,28.4,20.1,34.7,8.1,3.1,7.9,0.0
4509,아시아풍 고기채소볶음,10.4,3.8,45.1,13.2,81.3,19.1,10.7,9.0,51.0,9.4
4510,촉촉한 버팔로윙,14.9,21.2,7.8,2.5,55.9,1.3,7.7,3.0,8.9,0.0
4511,오징어짬뽕,12.8,5.5,73.8,5.6,153.5,133.9,16.9,15.4,20.0,0.0
4512,돼지고기 파인애플 볶음밥,9.4,7.5,12.3,12.3,1.0,6.6,4.9,2.4,8.6,0.0
4514,연어장,14.4,7.5,70.2,6.2,300.1,30.0,3.2,11.9,1.5,0.0
4517,머쉬룸 우동,1.4,1.4,4.5,0.2,87.9,0.0,1.7,1.8,0.6,0.0
4519,꼬막 무침,28.2,5.8,133.2,39.4,200.7,89.1,6.6,81.5,19.7,0.0
4520,당근 전,31.9,36.2,72.2,14.2,14.9,99.8,26.9,20.0,9.8,0.0
4521,돼지등심 베이컨랩 로스트,58.7,3.1,106.1,100.2,42.7,85.2,13.8,8.0,1.6,0.0
4523,옥수수 콘스프,12.9,12.4,11.7,17.9,33.8,7.6,15.0,9.1,10.1,0.0
4525,전주비빔 주먹밥,28.5,23.8,51.4,33.3,48.1,16.3,6.7,5.5,2.0,0.0
4526,에그 인 포테이토,8.6,6.3,20.1,10.4,5.0,99.8,7.3,4.6,46.8,0.0
4527,땅콩소스콩나물맛살무침,6.3,3.8,14.9,12.6,28.9,2.9,10.8,12.8,5.0,0.0
4528,맘모스콤비네이션피자,26.5,18.6,44.2,28.4,35.3,18.3,12.2,35.9,5.9,0.0
4529,닭한마리,65.7,11.2,234.4,134.1,234.9,159.1,25.4,18.8,52.8,0.0
4530,제육짜글이,44.3,13.1,70.9,124.4,62.5,36.8,34.1,7.6,24.9,11.7
4531,버섯덮밥,26.1,32.3,35.7,11.5,137.6,100.1,20.1,9.4,10.6,0.0
4532,무 쇠고기 진밥,10.5,7.8,17.7,15.8,4.1,62.0,2.2,2.8,3.8,0.0
4533,가지호박두부지짐이,11.9,8.2,28.0,21.1,67.7,0.2,34.3,24.7,15.0,0.0
4534,파래무침,1.6,1.7,1.2,1.7,20.2,0.0,1.3,0.8,2.2,0.0
4535,가지된장구이,5.3,6.3,6.9,4.6,36.6,0.0,18.2,7.3,15.4,9.4
4536,5분 열무국수,6.8,2.2,13.9,16.1,4.8,99.8,2.0,4.0,1.4,0.0
4537,에그인홀 토스트,16.7,12.6,30.6,20.9,16.5,108.3,9.8,18.6,0.0,0.0
4538,스팸도넛,25.1,19.5,43.3,32.7,33.4,112.5,11.5,27.1,0.0,0.0
4539,맥앤치즈스틱,16.6,15.7,29.4,13.8,16.4,99.8,10.6,6.1,0.0,0.0
4541,낙지 볶음,2.8,1.4,15.7,0.9,12.6,25.0,5.6,5.4,7.1,0.0
4542,스팸 샐러드 김밥,22.7,22.9,16.7,32.2,9.6,7.2,15.8,7.0,10.9,0.0
4544,스파이시크림치킨,40.6,7.0,14.2,150.8,86.9,67.1,13.6,21.9,16.0,0.0
4547,대게딱지장 계란밥,19.3,21.2,17.3,12.7,0.8,89.7,3.4,4.8,0.0,0.0
4549,인절미피자,41.5,26.0,66.2,41.5,59.1,45.7,9.5,102.1,1.1,0.0
4550,체크토스트,10.9,10.8,15.8,9.4,18.0,9.2,6.6,14.2,4.1,0.0
4551,치즈듬뿍파스타,70.8,30.3,49.8,180.6,43.2,109.3,17.0,49.3,9.9,0.0
4552,채소푸딩,6.4,2.1,17.1,13.3,6.4,101.7,3.1,12.7,3.3,0.0
4553,호박볶음물국수,23.0,25.5,28.6,12.8,156.1,10.6,23.4,33.8,14.6,0.0
4554,매콤펜네볶음,14.7,8.9,28.2,17.0,62.7,14.0,10.3,49.0,10.8,0.0
4556,칠리새우꼬치구이,10.0,1.6,36.8,21.5,13.6,52.5,5.1,12.0,13.0,0.0
4557,매콤 짜글이,7.7,10.4,10.6,1.7,54.6,1.3,22.9,8.1,43.7,2.8
4558,브로콜리 소고기 볶음,11.9,2.7,47.1,22.9,62.4,19.8,12.5,12.0,98.6,0.0
4559,양배추 볶음,7.1,2.9,7.1,22.3,62.1,0.0,18.2,2.7,6.7,0.0
4560,대구 매운탕,14.7,1.2,113.2,3.7,21.0,89.9,4.3,34.0,14.7,0.0
4561,고추장충무김밥,37.2,43.4,38.0,33.8,146.9,0.0,38.6,34.5,27.8,0.0
4562,토마토스튜치킨,15.0,14.3,15.8,24.4,26.7,12.3,27.9,15.1,78.9,0.0
4563,바삭 빵가루파전,28.2,30.5,59.4,16.5,42.3,99.8,20.3,18.2,9.1,0.0
4564,잡버섯목살찌개,16.6,7.1,44.2,29.9,39.0,20.2,15.3,6.1,28.0,0.0
4565,대구살 양배추 브로콜리 무른밥,2.2,3.2,2.2,0.1,0.1,0.1,1.7,2.0,7.6,0.0
4566,크림 홍합 그라탕,13.9,5.8,34.3,28.9,25.3,48.6,9.6,23.1,16.5,0.0
4567,갈릭 연어스테이크,32.2,7.5,102.0,68.5,12.0,50.0,19.3,13.6,28.7,0.0
4568,소세지 커리 필라프,26.1,25.8,36.3,18.6,27.9,13.3,13.6,2.7,1.6,0.0
4570,단호박 라떼,2.5,2.2,4.5,3.3,1.5,1.8,4.6,9.4,10.3,0.0
4571,고구마 계란찜,10.9,10.2,16.2,10.5,5.6,99.8,10.1,7.9,26.0,0.0
4572,파불고기,22.9,9.4,60.2,43.6,251.7,25.2,11.2,10.7,10.7,0.0
4573,파스타피자,30.4,27.3,34.1,13.7,63.1,8.2,22.6,7.9,38.4,0.0
4574,새우당근파프리카죽,4.9,6.1,6.8,0.5,6.1,5.3,4.6,4.1,6.4,0.0
4576,대파돼지고기조림,20.0,3.4,41.0,42.2,44.0,33.0,2.3,2.9,2.0,0.0
4577,쥬키니 파스타,41.7,20.0,42.2,119.7,22.9,23.3,92.0,23.3,108.4,22.8
4578,들깨콩나물뭇국,2.0,1.7,7.7,2.7,14.6,1.5,11.2,8.4,8.7,0.0
4580,순두부 만두전골,18.7,10.3,38.7,31.4,70.9,31.8,29.4,13.8,13.9,0.0
4581,쪽파어묵볶음,3.8,3.1,3.3,7.9,22.1,0.0,5.8,6.6,9.0,0.0
4582,꽃게찜,6.3,5.5,15.1,8.8,51.5,1.1,22.5,8.4,10.2,0.0
4583,오이미음,1.4,1.8,0.9,0.1,0.0,0.0,0.4,1.2,0.2,0.0
4584,바베큐폭립,56.6,1.2,168.3,155.9,16.2,115.0,0.3,43.5,10.0,0.0
4585,포장마차 어묵 잔치국수,30.9,36.5,43.6,5.4,124.4,5.0,27.5,21.1,30.6,0.0
4587,브로콜리 단호박 스프,3.7,2.6,7.9,7.5,2.2,4.3,10.8,10.5,60.1,0.0
4588,노른자장,20.9,13.5,32.1,38.0,295.9,269.0,3.2,18.2,8.0,0.0
4589,소고기크로켓,21.7,21.8,29.8,19.8,21.9,54.5,18.0,6.3,46.8,0.0
4590,군고구마잼,3.1,3.8,1.9,2.1,2.3,1.2,0.0,5.1,0.3,0.0
4591,딸기차,1.5,2.4,0.2,0.1,0.1,0.0,1.3,3.3,9.7,1.6
4592,규카츠,18.2,17.6,31.0,14.0,31.5,99.8,11.8,6.4,0.0,0.0
4593,카스테라 고구마볼,3.6,1.8,1.6,9.7,0.6,12.1,0.3,1.6,0.0,0.0
4594,치즈호떡,14.9,6.2,27.8,17.2,28.4,21.1,0.0,49.9,0.4,0.0
4595,스테키동,18.2,26.6,16.8,0.9,103.9,0.2,7.7,4.1,7.1,0.0
4596,무조림,4.9,7.2,5.4,0.6,77.8,0.0,10.6,8.3,20.9,0.0
4597,딸기허니버터브레드,32.2,12.5,12.0,98.5,6.4,44.4,9.0,11.7,13.9,2.3
4598,갈비찜 & 더덕구이,46.6,2.6,90.9,143.8,19.4,70.0,4.9,6.3,9.5,0.0
4600,만두 계란탕,16.4,8.6,35.0,29.4,72.5,166.2,17.8,20.3,1.5,0.0
4601, 불고기 계란 말이 김밥,33.5,23.3,74.0,44.2,22.5,310.6,9.8,13.5,1.4,0.0
4602,양지머리쌀국수,14.3,2.6,61.6,24.3,123.3,30.1,7.2,19.9,24.3,0.0
4603,소고기양송이스튜,33.6,15.9,36.5,45.8,59.3,29.5,27.2,9.5,50.0,0.0
4604,하와이안 볶음밥,40.2,21.6,59.3,87.2,24.7,27.5,3.6,2.9,1.5,0.0
4605,불잡탕볶이,46.9,20.0,22.5,19.7,35.6,52.0,27.5,9.9,0.8,0.0
4606,핫윙구이,4.6,6.5,3.7,0.6,68.4,0.0,3.0,1.9,1.3,0.0
4607,단무지 무침,1.7,1.6,1.8,3.5,20.7,0.0,9.5,2.9,7.3,0.0
4608,깍두기 제육볶음,5.4,8.0,5.3,0.8,38.8,0.1,13.9,9.6,32.9,0.0
4609,수제 컵 닭강정,10.9,16.1,3.3,0.7,50.1,0.0,3.9,2.7,3.0,0.0
4611,양배추미음,1.4,1.9,0.9,0.1,0.0,0.0,0.7,0.3,1.8,0.0
4612,오징어 토마토 리조또,23.8,7.3,83.1,45.4,19.4,152.3,20.2,14.9,55.0,0.0
4613,해물부대찌개,11.3,0.8,69.5,14.3,38.5,178.2,10.8,28.4,0.3,0.0
4614,스키야키,16.6,12.6,36.9,19.9,12.8,87.2,28.5,28.5,12.9,0.0
4615,딸기트리타르트,36.2,17.9,18.5,98.9,24.0,72.4,7.2,11.3,13.0,1.6
4618,김치치즈계란말이,18.0,4.1,52.6,31.8,86.5,212.6,12.0,44.6,14.0,0.0
4619,얼큰이칼국수,14.6,19.4,17.1,5.0,91.5,2.2,34.3,11.7,23.0,5.5
4620,얼큰홍합탕,10.9,8.1,42.9,8.3,27.8,32.7,38.9,34.0,46.1,0.0
4621,훈제오리 월남쌈,51.7,32.2,56.7,109.2,34.9,31.5,38.2,15.0,32.3,0.0
4622,크리스마스 통닭,98.0,38.7,246.7,135.4,149.5,159.7,41.4,28.8,144.8,6.6
4623,양배추롤전골,30.9,11.1,62.1,56.1,219.9,44.2,22.6,10.3,52.8,4.7
4624,굴묵국수,13.1,11.5,32.9,7.5,40.0,35.7,12.3,22.9,18.6,0.0
4625,깻잎라볶이,24.4,25.7,19.6,27.9,126.3,5.9,18.2,22.2,11.1,0.0
4626,치킨롤스테이크,29.2,8.8,69.8,68.7,26.4,51.1,5.9,6.3,18.0,9.4
4627,감귤 정과,15.2,23.9,4.4,0.5,23.1,0.0,9.6,36.9,115.2,0.0
4628,홍시죽,24.3,34.3,16.8,1.1,3.9,0.0,19.6,6.9,34.7,0.0
4631,소고기 편육국밥,19.8,4.4,88.4,32.5,37.1,34.0,31.8,13.9,38.0,0.0
4633,감자미음,3.0,4.0,2.2,0.3,0.0,0.0,1.1,0.2,3.6,0.0
4634,오징어 브로콜리 샐러드,37.4,9.3,135.7,70.2,49.8,268.6,26.0,24.8,131.4,18.7
4635,등갈비묵은지찜,23.0,3.6,75.5,56.7,123.9,46.0,29.5,20.6,39.7,0.0
4636,두부대파무침,31.4,2.7,98.8,80.2,47.9,0.0,12.2,102.9,2.9,0.0
4637,짬뽕밥,7.2,8.8,18.9,4.9,108.3,0.2,36.7,11.7,28.0,0.0
4638,매콤연탄불고기,45.8,15.7,70.5,128.6,81.6,36.7,26.7,15.9,7.4,14.0
4639,삼계리조또,40.0,46.8,25.8,23.1,72.2,11.5,8.0,3.9,3.9,0.0
4640,모과청,80.2,134.9,9.3,5.7,1.0,0.0,287.9,23.1,588.9,0.0
4641,굴 짬뽕탕,9.2,5.3,36.5,8.4,49.9,42.6,13.2,35.7,34.3,0.0
4642,차돌박이무쌈말이,17.8,2.0,81.1,32.2,36.7,34.0,14.4,8.0,328.0,0.0
4644,샤브샤브떡국,22.7,26.7,19.0,11.5,19.7,30.5,14.9,9.7,0.5,0.0
4645,짜장 피쉬볼 볶이,27.5,25.1,27.9,42.1,45.9,33.8,31.3,5.6,1.9,0.0
4646,배추전,18.7,26.5,18.4,3.9,94.8,0.0,20.0,17.2,28.7,0.0
4647,김자반,5.4,0.7,5.5,21.2,52.0,0.0,6.6,4.3,6.3,0.0
4648,교동시장 납작만두,28.8,37.0,15.2,12.4,0.8,8.8,23.7,25.8,19.7,0.0
4649,함박꼬치,9.9,3.4,20.8,17.9,24.8,14.8,4.5,1.9,3.9,0.0
4651,펜네 맥앤치즈,14.6,6.1,34.2,29.6,30.9,24.0,2.4,40.3,2.7,0.0
4652,고추장 삼겹살 꼬치,19.2,3.9,35.6,56.0,2.3,18.3,11.5,5.0,17.1,0.0
4654,크로와상샌드위치,37.4,18.4,30.8,95.8,46.8,125.5,14.9,8.2,16.3,0.0
4655,김치수제비닭전골,74.8,20.0,258.3,148.8,532.3,209.1,91.7,61.0,138.4,0.0
4656,스페인감자오믈렛,17.3,5.8,34.3,42.6,18.7,211.6,8.5,11.4,28.4,0.0
4658,감자탕,9.9,8.6,12.2,13.9,0.2,0.1,16.1,11.5,13.0,0.0
4659,타코카나페,12.2,7.5,46.5,11.3,17.5,33.7,12.9,10.7,28.4,0.0
4660,카라멜 프렌치 토스트,32.3,13.8,30.6,88.3,24.1,140.8,18.2,24.9,3.2,0.0
4661,분짜,59.7,55.1,94.0,79.7,153.6,66.0,13.8,8.7,3.1,0.0
